Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
WT,WT12X153,WT12X153,T,153,44.9,13.6,13.5,,,,13.4,13.38,,,,1.26,1.25,0.63,2.28,2.25,,,,2.78,3.56,,,3.29,,,1.67,2.94,,,,,10.8,611,110,59.4,3.69,460,107,68.6,3.2,,,,58.4,305,,,,,,,,5.34,0.84,,,,,,,,,,,,,,,,,39.6,,53,40.6,54,,5.5,
WT,WT12X139.5,WT12X139.5,T,139.5,41,13.4,13.38,,,,13.3,13.25,,,,1.16,1.19,0.63,2.09,2.06,,,,2.59,3.38,,,3.18,,,1.54,3.18,,,,,11.6,546,98.8,53.6,3.65,412,96.3,61.9,3.17,,,,45.1,230,,,,,,,,5.28,0.84,,,,,,,,,,,,,,,,,39.1,,52.4,40.1,53.4,,5.5,
WT,WT12X125,WT12X125,F,125,36.8,13.2,13.13,,,,13.2,13.13,,,,1.04,1.06,0.56,1.89,1.88,,,,2.39,3.13,,,3.05,,,1.39,3.49,,,,,12.7,478,86.5,47.2,3.61,362,85.2,54.9,3.14,,,,33.2,165,,,,,,,,5.22,0.84,,,,,,,,,,,,,,,,,38.6,,51.8,39.6,52.8,,5.5,
WT,WT12X114.5,WT12X114.5,F,114.5,33.6,13,13,,,,13.1,13.13,,,,0.96,0.94,0.5,1.73,1.75,,,,2.23,3,,,2.96,,,1.28,3.79,,,,,13.5,431,78.1,42.9,3.58,326,77,49.7,3.11,,,,25.5,125,,,,,,,,5.19,0.84,,,,,,,,,,,,,,,,,38.1,,51.2,39.1,52.2,,5.5,
WT,WT12X103.5,WT12X103.5,F,103.5,30.3,12.9,12.88,,,,13,13,,,,0.87,0.88,0.44,1.57,1.56,,,,2.07,2.88,,,2.87,,,1.17,4.14,,,,,14.8,382,69.3,38.3,3.55,289,68.6,44.4,3.08,,,,19.1,91.3,,,,,,,,5.14,0.84,,,,,,,,,,,,,,,,,37.8,,50.8,38.8,51.8,,5.5,
WT,WT12X96,WT12X96,F,96,28.2,12.7,12.63,,,,13,13,,,,0.81,0.81,0.44,1.46,1.44,,,,1.96,2.75,,,2.8,,,1.09,4.43,,,,,15.7,350,63.5,35.2,3.53,265,63.1,40.9,3.07,,,,15.3,72.5,,,,,,,,5.11,0.84,,,,,,,,,,,,,,,,,37.4,,50.4,38.4,51.4,,5.5,
WT,WT12X88,WT12X88,F,88,25.8,12.6,12.5,,,,12.9,12.88,,,,0.75,0.75,0.38,1.34,1.31,,,,1.84,2.63,,,2.74,,,1,4.81,,,,,16.8,319,57.8,32.2,3.51,240,57.3,37.2,3.04,,,,11.9,55.8,,,,,,,,5.09,0.84,,,,,,,,,,,,,,,,,37.1,,50,38.1,51,,5.5,
WT,WT12X81,WT12X81,F,81,23.9,12.5,12.5,,,,13,13,,,,0.71,0.69,0.38,1.22,1.25,,,,1.72,2.5,,,2.7,,,0.92,5.31,,,,,17.7,293,53.3,29.9,3.5,221,52.6,34.2,3.05,,,,9.22,43.8,,,,,,,,5.09,0.83,,,,,,,,,,,,,,,,,37,,50,38,51,,5.5,
WT,WT12X73,WT12X73,F,73,21.5,12.4,12.38,,,,12.9,12.88,,,,0.65,0.63,0.31,1.09,1.06,,,,1.59,2.38,,,2.66,,,0.83,5.92,,,,,19.1,264,48.2,27.2,3.5,195,46.6,30.3,3.01,,,,6.7,31.9,,,,,,,,5.08,0.83,,,,,,,,,,,,,,,,,36.7,,49.6,37.7,50.6,,5.5,
WT,WT12X65.5,WT12X65.5,F,65.5,19.3,12.2,12.13,,,,12.9,12.88,,,,0.61,0.63,0.31,0.96,0.94,,,,1.46,2.25,,,2.65,,,0.75,6.7,,,,,20.2,238,43.9,24.8,3.52,170,40.7,26.5,2.97,,,,4.74,23.1,,,,,,,,5.09,0.82,,,,,,,,,,,,,,,,,36.3,,49.2,37.3,50.2,,5.5,
WT,WT12X58.5,WT12X58.5,F,58.5,17.2,12.1,12,,,,12.8,12.75,,,,0.55,0.56,0.31,0.85,0.88,,,,1.35,2.13,,,2.62,,,0.67,7.53,,,,,22,212,39.2,22.3,3.51,149,35.7,23.2,2.94,,,,3.35,16.4,,,,,,,,5.08,0.81,,,,,,,,,,,,,,,,,36,,48.8,37,49.8,,5.5,
WT,WT12X52,WT12X52,F,52,15.3,12,12,,,,12.8,12.75,,,,0.5,0.5,0.25,0.75,0.75,,,,1.25,2.06,,,2.59,,,0.6,8.5,,,,,24,189,35.1,20,3.51,130,31.2,20.3,2.91,,,,2.35,11.6,,,,,,,,5.07,0.81,,,,,,,,,,,,,,,,,35.8,,48.6,36.8,49.6,,5.5,
WT,WT12X51.5,WT12X51.5,F,51.5,15.1,12.3,12.25,,,,9,9,,,,0.55,0.56,0.31,0.98,1,,,,1.48,2.25,,,3.01,,,0.84,4.59,,,,,22.4,204,39.2,22,3.67,59.7,20.7,13.3,1.99,,,,3.53,12.3,,,,,,,,4.88,0.73,,,,,,,,,,,,,,,,,32.6,,41.6,33.6,42.6,,5.5,
WT,WT12X47,WT12X47,F,47,13.8,12.2,12.13,,,,9.07,9.13,,,,0.52,0.5,0.25,0.88,0.88,,,,1.38,2.13,,,2.99,,,0.76,5.18,,,,,23.7,186,36.1,20.3,3.67,54.5,18.7,12,1.98,,,,2.62,9.57,,,,,,,,4.89,0.73,,,,,,,,,,,,,,,,,32.5,,41.5,33.5,42.5,,5.5,
WT,WT12X42,WT12X42,F,42,12.4,12.1,12,,,,9.02,9,,,,0.47,0.5,0.25,0.77,0.75,,,,1.27,2.06,,,2.97,,,0.69,5.86,,,,,25.7,166,32.5,18.3,3.67,47.2,16.3,10.5,1.95,,,,1.84,6.9,,,,,,,,4.9,0.72,,,,,,,,,,,,,,,,,32.2,,41.2,33.2,42.2,,5.5,
WT,WT12X38,WT12X38,F,38,11.2,12,12,,,,8.99,9,,,,0.44,0.44,0.25,0.68,0.69,,,,1.18,1.94,,,3,,,0.62,6.61,,,,,27.3,151,30.1,16.9,3.68,41.3,14.3,9.18,1.92,,,,1.34,5.3,,,,,,,,4.93,0.71,,,,,,,,,,,,,,,,,32,,41,33,42,,5.5,
WT,WT12X34,WT12X34,F,34,10,11.9,11.88,,,,8.97,9,,,,0.42,0.44,0.25,0.59,0.56,,,,1.09,1.88,,,3.06,,,0.56,7.66,,,,,28.7,137,27.9,15.6,3.7,35.2,12.3,7.85,1.87,,,,0.93,4.08,,,,,,,,4.99,0.69,,,,,,,,,,,,,,,,,31.8,,40.7,32.8,41.7,,5.5,
WT,WT12X31,WT12X31,F,31,9.11,11.9,11.88,,,,7.04,7,,,,0.43,0.44,0.25,0.59,0.56,,,,1.09,1.5,,,3.46,,,1.28,5.97,,,,,27.7,131,28.4,15.6,3.79,17.2,7.85,4.9,1.38,,,,0.85,3.92,,,,,,,,5.13,0.62,,,,,,,,,,,,,,,,,30.2,,37.2,30.8,37.9,,3.5,
WT,WT12X27.5,WT12X27.5,F,27.5,8.1,11.8,11.75,,,,7.01,7,,,,0.4,0.38,0.19,0.51,0.5,,,,1.01,1.44,,,3.5,,,1.53,6.94,,,,,29.9,117,25.6,14.1,3.8,14.5,6.65,4.15,1.34,,,,0.59,2.93,,,,,,,,5.17,0.61,,,,,,,,,,,,,,,,,29.9,,36.9,30.6,37.6,,3.5,
WT,WT10.5X137.5,WT10.5X137.5,T,137.5,40.9,12.1,12,,,,12.9,12.88,,,,1.22,1.25,0.63,2.19,2.19,,,,3.37,3.44,,,2.9,,,1.59,2.95,,,,,9.92,420,86.3,45.7,3.2,394,95.1,61.1,3.1,,,,53.5,224,,,,,,,,4.81,0.86,,,,,,,,,,,,,,,,,36.1,,49,37.1,50,,5.5,
WT,WT10.5X124,WT10.5X124,F,124,37,11.9,11.88,,,,12.8,12.75,,,,1.1,1.13,0.56,1.99,2,,,,3.17,3.25,,,2.77,,,1.45,3.22,,,,,10.8,368,75.7,40.3,3.15,349,84.8,54.5,3.07,,,,40.2,163,,,,,,,,4.75,0.86,,,,,,,,,,,,,,,,,35.6,,48.4,36.6,49.4,,5.5,
